	Authors	Title	Citation	DOI	Year	Month	0	1	2	3	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	"SUM 
Completed"	URL	Home Site	Lab Size	Pub Rate	Other Journals	First Author Affiliation	First Author Career Duration	First Author Degree	First Author Degree Area	world_rank_x	country_x	national_rank	quality_of_education	alumni_employment	quality_of_faculty	publications	influence	citations_x	broad_impact	patents	score	year_x	world_rank_y	country_y	teaching	international	research	citations_y	income	total_score	num_students	student_staff_ratio	international_students	female_male_ratio	year_y	city_ascii	state_id	state_name	county_fips	county_name	lat	lng	population	density	source	military	incorporated	timezone	ranking	zips	county	labor_force	employed	unemployed	rate	(Grover) Falsified Media	Falsified Media (Manually labeled)
380	James Cannon, Andrea Bradshaw, Alison Turner, Kirk Ellis, Brittany Thomas, Daniel Long	In a recent paper, they show that improved Phase III	PLOS. 2010. 90(85), 201.	10.1371/journal.pone.0027555	2010	6.0				1.0	Duplicated microscopy panels	1	6.0/1/2017		1.0	1.0	1	http://doi.org/10.1371/journal.pone.0027555	PLOS	6	0.14	[['Journal of Biological Chemistry ', 'Pigment Cell & Melanoma Research ', 'Journal of Investigative Dermatology ', 'Cancers ', 'Genes & Development ', 'Centre MÃÂ©diterranÃÂ©en de MÃÂ©decine MolÃÂ©culaire - C3M ', 'Faculty of Medicine'], [], [], [], [], [], [], ['This directory shows researcher profiles and public profiles. As a public profile owner, you can opt out from being listed here by changing your Privacy Settings. You can also find profiles of researchers related to you.']]	Queen Mary, University of London	18.0	['PhD']	Departamento de CiÃªncia de Alimentos (DCA)																																															0.5996944	1
381	Mr. Robert Smith DDS, Joshua Gonzalez, Marc Carey, Kevin Singleton, Michael Townsend, Sheila Strickland, Bailey Sanders	"In the 7th October 2011KCC:

PRLinkle2000 CDL2 acting as a IL-7"	ASM. 2014. 58(21), 365.	10.1128/mBio.00281-14	2014	2.0		1.0	1.0		Reused blot, shifted, other protein	1	2.0/1/2016		1.0		1	http://doi.org/10.1128/mBio.00281-14	ASM	7	0.2894736842105263	[[], [], [], [], [], []]	Louisiana State University		['PhD']	College of Pharmacy	332.0	USA	121.0	270.0	177.0	218.0	292.0	215.0	197.0	353.0	458.0	45.61	2015.0														Baton Rouge	LA	Louisiana	22033.0	East Baton Rouge	30.4418	-91.131	570308.0	983.0	polygon	False	True	America/Chicago	2.0	70836 70808 70809 70802 70803 70801 70806 70807 70805 70820 70819 70811 70815 70814 70816 70804 70813 70821 70822 70823 70825 70827 70831 70833 70835 70873 70874 70891 70892 70893 70894 70895 70898						0.67154205	1
382	Colton Herrera, Katie Peters, Colin Avery, Jessica Romero, David Garcia, Brittany Mcdaniel, Ashley Juarez, Jasmine Moyer, Dr. Ralph Simpson, Tina Massey, Kaitlyn Miller, Jennifer Roberson, Jordan Gross, Dr. Darrell Rowe DVM, Keith Morris	A US researcher presents the results of a clinical trial	SciDirect. 1999. 37(66), 971.	10.1016/j.cyto.1999.14.050	1999	4.0			1.0	1.0	Two cases of duplicated blots, different exposure	1	4.0/1/2002		1.0		1	http://doi.org/10.1016/j.cyto.1999.14.050	SciDirect	15	0.29069767441860467	[[], [], [], []]	University of Michigan-Dearborn	7.0	['MD']	Department of Oral and Molecular Microbiology																																															0.45638502	1
383	Jeremy Wilson, Deborah Washington, Jennifer Anderson, Andrew Gentry, Aaron Long, Brianna Grant, Carlos Reese, Austin Dyer, Katherine Thomas, Elizabeth Kramer, Tammy Taylor	"By Ping Chen, China Correspondent

On the media side, nearly all"	Cancer. 2014. 46(43), 302.	10.1016/j.lungcan.2014.05.083	2014	4.0					Duplicated bands within same blot panel	1	4.0/1/2017				1	http://doi.org/10.1016/j.lungcan.2014.05.083	Cancer	11	0.12727272727272726	"[['Publications', ""Reads How we measure 'reads'A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", ""How we measure 'reads'"", ""A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", 'Citations', 'Researcher'], [], ['Publications', ""Reads How we measure 'reads'A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", ""How we measure 'reads'"", ""A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", 'Citations', 'beijing'], [], ['Journal of Physics Conference Series ', 'IOP Conference Series Materials Science and Engineering ', 'MATEC Web of Conferences '], ['Publications', ""Reads How we measure 'reads'A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", ""How we measure 'reads'"", ""A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", 'Citations', 'Dr. Nitzan Shabek is an Assistant professor at the University of California, Davis in the Department of Plant Biology.  His research experience span both theoretical and applied work, in the areas of structural biology, biochemistry, cellular and molecular biology . Nitzan is interested in how biochemical signals are perceived, transduce and regulated in cells and how biological pathways are controlled by proteolytic systems. His lab combines advanced biochemistry X-ray crystalography, cryo-EM and cell biology, to envision biological pathways from atomic level to the whole organism.'], [], [], [], [], [], [], [], [], ['Journal of Materials Chemistry A ', 'Sustainable Energy & Fuels ', 'International Journal of Hydrogen Energy ', 'Journal of Power Sources ', 'Applied Catalysis B: Environmental '], [], ['IEEE Transactions on Information Theory ', 'IEEE Journal on Selected Areas in Communications ', 'ACM Transactions on Sensor Networks ', 'Department of Electrical and Computer Engineering'], [], [], [], [], [], ['Plant Physiology ', 'The Plant Cell ', 'Journal of Experimental Botany ', 'Proceedings of the National Academy of Sciences ', 'New Phytologist ', 'State Key Laboratory of Plant GenomicsInstitute of Genetics and Developmental BiologyNational Center for Plant Gene Research Ã¢ÂÂ Beijing'], [], [], [], [], [], [], [], [], [], [], []]"	Osaka University		['PhD']	Dpartment of Pharmacology	45.0	Japan	5.0	46.0	39.0	75.0	50.0	58.0	182.0	67.0	18.0	56.03	2015.0	157	Japan	51.3	29.1	48.0	51.1	73.6	49.1	23,144	7.8	9%	31 : 69	2015.0																					0.6014072	1
384	Maria Johnson, William Gallagher, Jonathan Maldonado, Gregory Gutierrez, Victoria Salinas	Copper shaft technology through its two main layers has allowed	ASM. 2009. 90(32), 644.	10.1128/IAI.05575-12	2009	1.0			1.0		Duplicated pic of agar plate, but different exposure.	1	1.0/1/2013		1.0		1	http://doi.org/10.1128/IAI.05575-12	ASM	5	1.0	[[], [], [], [], [], []]	Johns Hopkins University		['MD']	Department of Medicine																																															0.6262447	1
385	Brittney Dunn, Jay Norman, Jennifer Ford, Ashley Smith, David Morales	Autocrine aortic aortic aortic-maratological tissue, which contains sacs where donor	SciDirect. 2013. 61(78), 321.	10.1016/j.jaut.2013.19.074	2013	1.0					Two sets of rotated microscopy images	1	6.0/1/2015				1	http://doi.org/10.1016/j.jaut.2013.19.074	SciDirect	5	0.125	[[], [], [], [], [], [], [], [], [], []]	Duke University		['BSc']	Laboratori Nazionali di Legnaro LNL	28.0	USA	20.0	74.0	31.0	56.0	19.0	23.0	15.0	16.0	33.0	61.55	2015.0	18	United States of America	73.5	50.5	75.2	96.6	100	79.9	15,172	4.8	17%	49:51:00	2015.0	Durham	NC	North Carolina	37063.0	Durham	35.9794	-78.9031	424700.0	959.0	polygon	False	True	America/New_York	2.0	27703 27705 27704 27707 27701 27709 27712 27713 27706 27708 27710 27715 27717 27722	durham	170,422	159,304	11,118	6.5	0.645757	1
386	Jeffery Burgess, Deanna Miller, Sarah Rosario, Timothy Cooper, Melissa Mcdonald	*Phase II results of Phase IIa second Phase III study	BioMed. 2001. 75(19), 870.	10.1186/1471-2180-12-125	2001	7.0			1.0	1.0	Duplicated shifted blot panel	1	11.0/1/2001	1.0	1.0		1	http://doi.org/10.1186/1471-2180-12-125	BioMed	5	0.125	"[[], ['Cancer Research ', 'Journal of thoracic oncology: official publication of the International Association for the Study of Lung Cancer ', 'Lung cancer  ', 'The Journal of heart and lung transplantation: the official publication of the International Society for Heart Transplantation ', 'Surgery Today ', 'Department of Cancer and Thoracic Surgery	'], [], ['Publications', ""Reads How we measure 'reads'A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", ""How we measure 'reads'"", ""A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", 'Citations'], [], [], [], [], [], [], [], [], [], []]"	Government of the People's Republic of China	15.0	['PhD']	DÃ©partement de Biologie																																															0.45047316	1
387	Patricia Wolfe, Jessica Dodson, Christopher Rodriguez, Renee Parker, Natasha Jones, Brandi Herring, Julia Stevens, Tracey Reynolds, Jeffrey Floyd, Shelly Carter, Anthony Greene, Kimberly Hardin, Timothy Smith, Curtis Douglas, Mark Medina	If you subscribe to the New England Journal of Medicine’s	Cancer. 2001. 20(36), 500.	10.1016/j.ccr.2001.09.083	2001	4.0			1.0	1.0	reuse of one lane in different blot experiment	1	5.0/1/2003		1.0		1	http://doi.org/10.1016/j.ccr.2001.09.083	Cancer	15	0.2894736842105263	[[], ['Immunologic Research ', 'Clinical and Experimental Rheumatology ', 'The Israel Medical Association journal: IMAJ ', 'Immunome Research ', 'Journal of Translational Medicine ', 'Sackler Faculty of Medicine'], [], [], [], [], [], []]	Changsha University of Science and Technology		['PhD']	Internal Medicine																																															0.29521346	1
388	Anthony Daniels, Kathy Villarreal, Darrell Johnson, April Hansen, Tyler Chavez MD, Thomas Michael, Robert Knox	"

Porphyromonas gingivalis lipopolysaccharide regulates interleukin (IL)-17 and IL-23 expression via"	SciDirect. 2013. 80(25), 494.	10.1016/j.cyto.2013.06.018	2013	8.0					duplicated microscopy panels	1	8.0/1/2015				1	http://doi.org/10.1016/j.cyto.2013.06.018	SciDirect	7	0.23333333333333334	[[], [], []]	Second Military Medical University		['PhD']	Department of Medicine	776.0	China	44.0	367.0	567.0	218.0	579.0	664.0	645.0	754.0	395.0	44.27	2015.0																																		0.38477054	1
389	Keith Patrick, Paul Holland MD, Shirley Rogers, Deborah Calderon, Kendra Hall, Kathy Clay, Joseph Gonzalez, Julia Richardson	"by Christina Galloway

Regular visits to an eye specialist’s office with"	PLOS. 2014. 38(79), 135.	10.1371/journal.pone.1090509	2014	4.0			1.0	1.0	Duplicated blot panels	1	4.0/1/2018		1.0	1.0	1	http://doi.org/10.1371/journal.pone.1090509	PLOS	8	0.09090909090909091	[[], [], [], [], [], [], []]	Kobe University		['MD']	Department of Science and Technology																																															0.46874633	1
390	Calvin Mendez, Larry Thomas, Tiffany Buchanan, Jason Morales, Renee Massey, Gloria Owens, Linda Martin	"by Young Cho

1. Exhibiting a higher level of inflammation response"	PLOS. 2008. 99(32), 156.	10.1371/journal.pone.0062313	2008	4.0			1.0		duplicated (negative) western blot	1	5.0/1/2009		1.0		1	http://doi.org/10.1371/journal.pone.0062313	PLOS	7	0.3333333333333333	[[], [], [], [], [], [], [], []]	Daniel & Daisy Novel Therapeutics Ltd.	21.0	['PhD']	Department of Dental Medicine																																															0.48071283	1
391	Diane Camacho, Crystal Smith, Lynn Hood, Jessica Nelson, Reginald Morgan, Nicole Aguilar	The interdisciplinary team at the Department of Psychiatry at the	SciDirect. 2008. 15(72), 408.	10.1016/j.jaut.2008.14.078	2008	3.0					Multiple cases of duplicated blot strips	1	3.0/1/2013		1.0	1.0	1	http://doi.org/10.1016/j.jaut.2008.14.078	SciDirect	6	0.25	[[], [], [], [], []]	Bhabha Atomic Research Centre		['PhD']	Department of Biology																																															0.43107212	1
392	Christian Wright, Kelly Brown, Stephanie Henson, Colin Ramsey, Richard Brooks, Stanley Knight, Emma Osborne, April Lopez, Thomas Dyer	A new Gene Fusion assay looks at how the physical	SciDirect. 2012. 96(23), 366.	10.1016/j.cyto.2012.00.056	2012	8.0					reuse of one lane in different blot experiment	1	8.0/1/2014				1	http://doi.org/10.1016/j.cyto.2012.00.056	SciDirect	9	0.10465116279069768	[[], [], [], [], []]	Peking University School of Oncology	5.0	['PhD']	School of Science and Engineering																																															0.60712695	1
393	Richard Turner, Timothy Vazquez, Carl Benton, Robin Kelly, Dr. Mary Howard, James Jordan, Michael Lopez, Donald Hunter, Nicholas Wilson, Jared Osborne, Alex Case	"

Post signature of phenotypic X code, nontheoretical graphic and Linear"	SciDirect. 2013. 43(72), 633.	10.1016/j.jaut.2013.02.096	2013	1.0					Multiple cases of shifted or duplicated blot panels	1	4.0/1/2013		1.0		1	http://doi.org/10.1016/j.jaut.2013.02.096	SciDirect	11	0.0	[[], [], [], [], [], [], [], []]	University of California, Los Angeles		['PhD']	Department of Pharmacology and Experimental Neuroscience																																															0.6108326	1
394	Douglas Carpenter, Donald Carlson, Kevin Cruz, Andrew Johnson, David Peterson, Michael Velez, Brian Harper, Rhonda Lopez, Charles Massey, Anthony Hernandez, Carrie Wilson, Mckenzie Pena	"Taking Analog Astrid Raunuar as one of the four ""endless"""	ASM. 2014. 76(92), 381.	10.1128/mBio.00479-15	2014	1.0				1.0	Marker bands all identical?	1	1.0/1/2016		1.0		1	http://doi.org/10.1128/mBio.00479-15	ASM	12	0.7857142857142857	[[], [], [], [], [], [], [], [], [], [], [], [], [], []]	Johns Hopkins University	29.0	['PhD']	Department of Internal Medicine																																															0.3368843	1
395	Joseph Nelson, Glenn Watts, Lisa Brooks, Tony Fernandez, John Murray, Cody Chavez	A journal article brings down the curtain on CalciumOncology’s study	Hindawi. 2009. 42(46), 552.	10.1155/2009/423154	2009	8.0	1.0		1.0		duplicated lanes within same blot, or in different blots, duplicated microscopy panel	1	11.0/1/2010		1.0	1.0	1	http://doi.org/10.1155/2009/423154	Hindawi	6	0.21	[[], [], [], [], []]	The University of Sydney		['PhD']	Department of Pharmacology																																															0.6730882	1
396	Kathryn Sheppard, Kenneth Davis, Emily Chung, Mr. Christopher Matthews MD, Thomas Webb, Wendy Martinez	National Geographic science writer Edward Lucas believes that an innocent	PubMed. 2006. 20(62), 389.	10.1128/IAI.06865-11	2006	3.0		1.0	1.0		multiple overlapping microscopy images, groups of cells visible in multiple images	1	6.0/1/2006		1.0		1	http://doi.org/10.1128/IAI.06865-11	PubMed	6	0.12121212121212122	[[], [], [], ['Bioscience Biotechnology and Biochemistry ', 'The FASEB Journal ', 'Journal of Nutritional Science and Vitaminology ', 'Immunology Letters ', 'Molecular and Cellular Endocrinology ', 'Research Faculty of AgricultureGraduate School of AgricultureDivision of Applied Bioscience'], [], [], [], [], [], [], [], []]	IDIBELL Bellvitge Biomedical Research Institute		['PhD']	Department of Health Science - DISS																																															0.5735981	1
397	Johnny Figueroa, Gary White, Mark Blanchard, Johnathan Martinez, Nichole Shepherd	"by Morgan E. Carlson

This article was written by Morgan E."	PLOS. 2014. 10(14), 829.	10.1371/journal.pone.0070103	2014	4.0		1.0		1.0	Manipulated plant images, duplication of seeds, manipulated leaves	1	8.0/1/2014				1	http://doi.org/10.1371/journal.pone.0070103	PLOS	5	0.5555555555555556	[[], [], [], []]	University of Mary Washington		['PhD']	Institute of Preventive Veterinary Medicine																																															0.45398045	1
398	Cynthia Watts, Logan Adams, Patrick Thomas, Tamara Hines, Peter Rice, Terry Jones, Bryan Lopez DVM	"By Hai An

What constitutes the distinctive role of keyed-up solid"	PLOS. 2012. 27(72), 184.	10.1371/journal.pone.005242	2012	7.0		1.0		1.0	Marker bands all identical?	1	7.0/1/2017		1.0		1	http://doi.org/10.1371/journal.pone.005242	PLOS	7	0.75	"[[], [], [], [], [], [], ['Publications', ""Reads How we measure 'reads'A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", ""How we measure 'reads'"", ""A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", 'Citations', 'Full Professor of Medicine', 'PostDoc Position']]"	Konkuk University Medical Center		['PhD']	Department of Biochemistry																																															0.5205498	1
399	Michael Stewart, Kenneth Smith, Michael Sanders, Shane Wilson, Lori Hall, Kelly Morton, Rebecca Davis, Elizabeth Wells, Jeffrey Blevins, Kenneth Johnson, Julie Williams, Jerome Molina, Tonya Garcia, Edward Downs, Ivan Bruce, Eric Alvarez, Steven Castro, Lauren Garrison, Mark Anthony, Brian Romero, Crystal Schmidt, Michael Novak, Gary Miranda, Robert Davila, Andrea Krueger, Fernando Williams, Stephanie Chen, Marcus Campbell, Brittany Black, Douglas Donovan, Sean Howard, Andrew Campos, Michelle Mendoza, Jennifer Macias, Julie Benton	"Pippa White Hair Extensions Pre-wearing Basics

For the testing of molecular"	Spandidos. 2012. 32(23), 280.	10.3892/ijo.2012.4135	2012	8.0		1.0			rotated duplicated colony photo	1	8.0/1/2014		1.0		1	http://doi.org/10.3892/ijo.2012.4135	Spandidos	35	0.15789473684210525	[['Neuro-Oncology ', 'Journal of Clinical Oncology ', 'Clinical Cancer Research ', 'Cancer Research ', 'Cell ', 'Department of Radiation OncologyHuman Oncology & Pathogenesis Program', 'Department of Molecular Medicine'], [], ['Human Genetics ', 'Cytogenetics and Cell Genetics ', 'Genomics ', 'Methods in molecular biology  ', 'Human Molecular Genetics ', 'Institute of Human GeneticsDepartment of Human Genetics'], [], []]	INFN - Istituto Nazionale di Fisica Nucleare	1.0	['PhD']	Department of Animal & Poultry Sciences																																															0.44421703	1
